pid,date,min_irrigated_yield,max_irrigated_yield,avg_irrigated_yield,stddev_irrigated_yield,min_nonirrigated_yield,max_nonirrigated_yield,avg_nonirrigated_yield,stddev_nonirrigated_yield,avg_irrigation,stddev_irrigation,max_irrigated_type,max_nonirrigated_type
292928,2020-09-01,7.48,39.45,23.07,11.76,2.51,7.26,4.96,1.66,295.33,116.63,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
287056,2020-09-01,5.50,28.06,16.31,8.27,4.30,10.85,7.82,2.76,151.03,73.71,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
287280,2020-09-01,5.61,28.79,16.76,8.48,3.93,9.81,7.04,2.27,159.92,76.45,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
297022,2020-09-01,6.72,36.87,21.38,11.27,1.74,6.37,3.82,1.68,320.08,130.23,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
296912,2020-09-01,7.10,37.64,21.92,11.38,1.73,6.25,3.68,1.63,317.34,128.04,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
296464,2020-09-01,5.81,33.71,19.40,10.54,1.30,4.85,2.69,1.24,345.90,136.42,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,gr-fischer2013,srwc-pont-raspalje"
304564,2020-09-01,12.29,59.08,34.59,17.53,6.59,15.33,11.18,3.20,425.01,161.05,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
291282,2020-09-01,6.10,32.65,19.06,9.73,6.10,19.31,13.57,5.18,158.05,76.10,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-hart12coppice,srwc-pont-fritzi-best"
289704,2020-09-01,6.27,34.46,20.00,10.42,6.27,15.48,10.93,3.78,229.62,96.24,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
296687,2020-09-01,6.64,36.81,21.31,11.31,1.50,5.57,3.27,1.45,341.82,135.80,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
296798,2020-09-01,6.68,37.16,21.51,11.42,1.57,5.76,3.39,1.50,335.81,134.70,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
291394,2020-09-01,5.82,31.84,18.55,9.53,5.82,18.03,12.53,4.82,155.43,76.10,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
290828,2020-09-01,7.60,38.22,22.44,11.22,7.60,20.19,14.11,5.01,201.38,86.65,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
296576,2020-09-01,6.25,35.31,20.39,10.94,1.36,4.97,2.85,1.25,346.46,136.53,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,gr-fischer2013,srwc-pont-raspalje"
287167,2020-09-01,5.40,28.16,16.35,8.32,4.67,11.42,8.11,2.82,142.82,72.21,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-hart12coppice"
296565,2020-09-01,6.07,36.50,20.91,11.54,1.68,4.94,3.13,1.15,356.97,142.95,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
301641,2020-09-01,10.46,53.74,31.21,16.31,7.56,19.05,13.12,4.21,359.85,147.78,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
290492,2020-09-01,6.78,36.35,21.20,10.84,6.78,19.14,13.30,4.84,195.79,86.28,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
301534,2020-09-01,10.43,53.37,30.99,16.19,8.76,22.34,14.89,5.15,321.74,137.96,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
290019,2020-09-01,8.17,41.53,24.23,12.45,1.98,5.98,3.90,1.36,372.69,124.98,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje"
304565,2020-09-01,12.16,58.77,34.37,17.48,6.28,15.27,11.14,3.42,421.73,162.12,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
290829,2020-09-01,7.21,36.84,21.58,10.88,7.21,19.68,13.74,4.95,196.76,85.45,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
301533,2020-09-01,10.51,53.72,31.21,16.28,8.26,21.59,14.42,5.01,333.24,141.80,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
297020,2020-09-01,6.71,36.96,21.43,11.31,1.80,6.38,3.90,1.69,317.88,129.85,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
291145,2020-09-01,8.64,43.70,25.55,13.03,3.93,9.77,6.51,2.13,354.59,125.33,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
290154,2020-09-01,6.48,35.70,20.75,10.76,6.48,17.12,11.89,4.23,218.61,93.81,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
296797,2020-09-01,6.68,37.24,21.56,11.45,1.57,5.79,3.36,1.50,343.77,136.40,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
290152,2020-09-01,6.44,35.86,20.80,10.89,6.44,16.28,11.20,4.07,236.19,100.18,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
290378,2020-09-01,6.80,36.73,21.40,11.01,6.80,17.29,11.94,4.27,229.97,95.77,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
289707,2020-09-01,5.99,33.52,19.45,10.14,5.99,17.57,12.32,4.53,198.13,86.98,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
296790,2020-09-01,6.81,38.61,22.30,11.94,1.56,5.39,3.09,1.37,353.43,139.73,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,gr-fischer2013,gr-fischer2013,gr-fischer2013"
302205,2020-09-01,12.34,58.62,34.37,17.29,8.24,20.24,13.85,4.31,379.47,147.68,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje"
296900,2020-09-01,6.45,37.21,21.44,11.59,1.52,5.05,3.01,1.28,341.85,137.56,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
304114,2020-09-01,12.89,60.23,35.40,17.68,7.80,17.71,12.45,3.64,418.95,156.83,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
303777,2020-09-01,12.95,60.37,35.50,17.71,8.78,21.75,15.37,4.76,403.67,152.78,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
303102,2020-09-01,13.01,60.50,35.59,17.71,8.26,19.79,13.68,4.12,394.25,149.78,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
304001,2020-09-01,12.97,60.33,35.48,17.69,8.06,19.78,13.94,4.12,411.59,154.63,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
290267,2020-09-01,6.60,35.98,20.94,10.80,6.60,18.29,12.67,4.55,206.46,90.18,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
291710,2020-09-01,7.25,39.82,23.03,12.19,5.93,13.33,9.57,2.84,282.60,117.58,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
301866,2020-09-01,11.11,55.63,32.43,16.72,7.56,18.09,12.54,3.84,375.32,148.95,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
290354,2020-09-01,8.15,41.50,24.20,12.46,1.62,4.58,3.43,1.22,367.29,124.91,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,gr-fischer2013,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
290604,2020-09-01,7.06,37.00,21.62,10.98,7.06,19.57,13.65,4.92,199.47,87.50,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
301865,2020-09-01,10.89,54.97,32.00,16.57,7.55,17.70,12.24,3.73,370.00,148.70,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
301758,2020-09-01,11.26,55.68,32.47,16.69,8.42,22.41,14.93,5.18,346.65,144.28,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290040,2020-09-01,6.29,35.37,20.49,10.76,6.29,15.84,10.89,3.96,236.02,100.15,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
302429,2020-09-01,12.16,58.07,34.01,17.18,8.19,20.77,14.06,4.52,378.98,148.35,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
301643,2020-09-01,11.43,56.27,32.86,16.81,8.00,20.83,14.14,4.66,360.95,145.70,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
290601,2020-09-01,7.06,37.63,21.93,11.28,6.67,17.45,11.80,4.37,235.41,98.63,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
292158,2020-09-01,6.68,37.48,21.68,11.47,6.68,18.12,12.02,4.57,241.67,105.10,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje"
291620,2020-09-01,7.24,36.63,21.49,10.78,7.24,22.18,15.21,5.87,150.15,76.53,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
296901,2020-09-01,6.58,37.69,21.75,11.68,1.72,5.16,3.18,1.27,342.73,137.41,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
290018,2020-09-01,8.16,41.32,24.12,12.38,1.78,5.19,3.52,1.22,369.64,123.49,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,gr-fischer2013,srwc-pont-raspalje"
296341,2020-09-01,6.07,36.45,20.89,11.51,1.81,5.13,3.44,1.24,360.46,143.59,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
296907,2020-09-01,6.30,36.20,20.88,11.24,1.69,5.79,3.48,1.49,335.18,134.37,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
296456,2020-09-01,6.06,35.97,20.65,11.32,1.71,5.72,3.38,1.46,353.37,141.16,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
290264,2020-09-01,6.54,36.17,20.99,10.97,6.54,16.68,11.46,4.16,241.04,100.73,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
290249,2020-09-01,6.93,38.24,22.12,11.73,1.89,5.26,3.64,1.26,346.58,124.72,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
291157,2020-09-01,7.92,40.45,23.72,11.92,7.92,19.49,13.39,4.74,235.00,98.77,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje"
295668,2020-09-01,4.81,28.85,16.48,9.06,2.15,6.34,4.04,1.40,327.07,124.94,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
289594,2020-09-01,6.38,34.67,20.16,10.43,6.38,16.29,11.53,3.94,206.33,89.82,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
291393,2020-09-01,5.15,30.10,17.42,9.13,5.15,17.05,11.98,4.73,153.29,73.89,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-hart12coppice,srwc-pont-fritzi-best"
290718,2020-09-01,6.75,35.85,20.90,10.72,6.75,19.39,13.47,4.97,192.05,86.00,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290473,2020-09-01,7.59,40.25,23.41,12.18,1.78,5.24,3.38,1.27,357.06,124.99,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
290717,2020-09-01,7.04,36.39,21.29,10.78,7.04,22.17,15.07,5.91,174.03,80.47,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-hart12coppice,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
290020,2020-09-01,8.06,41.19,24.02,12.37,1.85,5.50,3.67,1.25,368.13,124.62,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,gr-fischer2013"
296229,2020-09-01,6.03,36.27,20.79,11.46,1.77,5.47,3.42,1.31,360.74,143.78,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
302877,2020-09-01,12.24,58.54,34.29,17.33,8.20,19.82,13.52,4.18,381.97,149.31,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
303665,2020-09-01,13.04,60.53,35.62,17.72,8.36,22.15,15.16,4.92,399.04,151.37,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290355,2020-09-01,7.89,40.86,23.78,12.34,1.64,5.02,3.11,1.23,367.60,126.30,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
291360,2020-09-01,7.98,41.96,24.38,12.72,1.97,5.21,3.68,1.17,372.29,128.94,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
302656,2020-09-01,12.70,59.40,34.88,17.45,8.06,18.87,13.07,3.90,382.94,149.03,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje"
290376,2020-09-01,6.73,36.79,21.38,11.11,6.73,17.18,11.76,4.28,240.20,100.65,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
292044,2020-09-01,7.55,40.41,23.51,12.19,7.37,16.36,11.99,3.86,260.39,112.46,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
302879,2020-09-01,12.99,60.18,35.40,17.61,8.27,19.55,13.52,4.04,388.34,148.58,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
291824,2020-09-01,8.13,42.38,24.67,12.71,8.10,18.57,13.22,4.34,251.75,109.00,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
289908,2020-09-01,7.97,40.95,23.86,12.33,1.68,5.05,3.45,1.20,366.58,124.69,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,gr-fischer2013"
291171,2020-09-01,7.08,35.64,20.92,10.45,7.08,21.11,14.49,5.52,158.30,74.80,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-hart12coppice,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
288277,2020-09-01,6.99,32.72,19.28,9.45,6.99,16.26,11.16,3.57,152.85,73.07,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
290138,2020-09-01,6.74,37.78,21.82,11.65,2.01,5.76,3.77,1.42,342.66,125.14,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
291822,2020-09-01,8.15,42.41,24.72,12.70,8.12,19.87,13.65,4.83,255.54,110.61,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
304004,2020-09-01,12.47,59.03,34.64,17.41,6.38,15.29,11.13,3.24,409.09,154.57,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-hart12coppice,srwc-pont-raspalje"
293172,2020-09-01,6.06,32.95,19.15,9.98,3.56,9.39,5.83,1.93,259.13,108.11,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
295423,2020-09-01,6.51,37.96,21.78,11.93,1.77,5.71,3.49,1.49,346.11,138.40,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,gr-fischer2013,gr-fischer2013,srwc-pont-raspalje"
289021,2020-09-01,5.69,31.99,18.48,9.85,3.13,8.73,5.89,1.89,264.94,106.78,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
295538,2020-09-01,6.66,38.59,22.19,12.07,2.04,5.87,3.93,1.48,341.61,137.60,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
290269,2020-09-01,6.22,34.69,20.15,10.45,6.22,18.64,12.88,4.80,187.36,84.84,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
296573,2020-09-01,6.33,35.83,20.69,11.09,1.54,5.69,3.27,1.48,343.89,136.08,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
