pid,date,min_irrigated_yield,max_irrigated_yield,avg_irrigated_yield,stddev_irrigated_yield,min_nonirrigated_yield,max_nonirrigated_yield,avg_nonirrigated_yield,stddev_nonirrigated_yield,avg_irrigation,stddev_irrigation,max_irrigated_type,max_nonirrigated_type
287055,2020-09-01,5.41,27.90,16.21,8.23,5.12,12.40,8.58,2.99,132.48,68.89,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-hart12coppice"
296911,2020-09-01,6.81,37.43,21.70,11.45,1.66,6.04,3.63,1.60,329.48,132.82,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
304338,2020-09-01,12.98,60.55,35.62,17.74,5.53,13.32,9.86,2.78,432.74,157.53,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
296575,2020-09-01,6.34,35.79,20.67,11.07,1.48,5.50,3.16,1.43,344.01,136.59,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
303552,2020-09-01,13.71,62.17,36.71,18.02,9.09,22.79,16.00,4.99,401.51,150.88,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290940,2020-09-01,7.59,38.31,22.49,11.25,7.59,19.02,13.37,4.58,209.54,88.90,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
290379,2020-09-01,6.75,36.48,21.26,10.91,6.75,17.96,12.48,4.42,207.69,90.21,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
302204,2020-09-01,12.14,58.20,34.10,17.22,8.02,19.58,13.49,4.15,383.92,148.38,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
289706,2020-09-01,6.24,34.29,19.92,10.35,6.24,16.13,11.43,3.93,214.93,91.75,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
291284,2020-09-01,7.11,35.42,20.83,10.35,7.11,21.19,14.78,5.55,163.19,77.32,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
302317,2020-09-01,12.30,58.47,34.27,17.26,8.24,20.41,13.93,4.37,378.21,147.74,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
289929,2020-09-01,6.38,34.83,20.24,10.50,6.29,15.29,10.66,3.75,232.11,97.76,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
289931,2020-09-01,6.00,33.75,19.56,10.24,6.00,16.34,11.51,4.05,208.94,91.11,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
289818,2020-09-01,6.22,34.32,19.92,10.37,6.22,15.76,11.17,3.84,223.50,94.50,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
303101,2020-09-01,12.63,59.57,34.97,17.54,8.40,21.45,14.60,4.67,387.24,149.20,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
290377,2020-09-01,6.79,36.82,21.42,11.08,6.79,17.14,11.77,4.25,240.52,99.62,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-hart12coppice,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
301756,2020-09-01,11.93,57.52,33.67,17.05,8.04,19.22,13.35,4.05,366.77,145.59,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje"
290827,2020-09-01,7.59,38.63,22.65,11.38,7.59,19.22,13.39,4.65,214.24,91.24,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
289817,2020-09-01,6.32,34.59,20.09,10.45,5.96,14.50,10.30,3.55,236.86,99.04,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290489,2020-09-01,6.98,37.29,21.73,11.16,6.98,17.51,12.04,4.32,236.03,97.71,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
296566,2020-09-01,6.09,36.58,20.96,11.56,1.96,5.23,3.41,1.16,353.69,142.97,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
296906,2020-09-01,6.45,36.69,21.20,11.34,1.89,6.27,3.90,1.65,327.87,133.20,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
290714,2020-09-01,7.44,38.36,22.45,11.37,7.44,18.82,13.00,4.57,222.09,93.82,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
290265,2020-09-01,6.67,36.36,21.14,10.95,6.67,17.07,11.79,4.22,232.46,97.36,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
289705,2020-09-01,6.30,34.51,20.04,10.43,6.13,14.95,10.43,3.68,230.70,96.62,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
291507,2020-09-01,6.36,33.78,19.73,10.06,6.36,19.75,13.72,5.29,149.99,76.12,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
289907,2020-09-01,8.02,41.11,23.96,12.37,1.68,5.06,3.47,1.17,371.51,124.79,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,gr-fischer2013,srwc-pont-raspalje"
290043,2020-09-01,6.19,34.63,20.09,10.47,6.19,16.76,11.70,4.15,209.67,91.48,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
290156,2020-09-01,6.85,36.97,21.56,11.03,6.85,20.13,13.82,5.13,192.28,86.97,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
301419,2020-09-01,10.71,54.34,31.61,16.41,8.09,21.46,14.39,4.94,345.27,145.94,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
301529,2020-09-01,10.13,52.84,30.63,16.14,7.44,19.14,13.17,4.31,356.45,147.82,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
289906,2020-09-01,8.00,40.80,23.80,12.26,1.48,4.81,2.77,1.19,369.09,123.09,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,gr-fischer2013,srwc-pont-raspalje"
296799,2020-09-01,6.79,37.59,21.77,11.53,1.57,5.79,3.41,1.51,337.14,135.16,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,gr-fischer2013,srwc-pont-raspalje"
301531,2020-09-01,11.06,55.23,32.19,16.59,8.01,21.19,14.34,4.85,352.13,145.47,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
289019,2020-09-01,6.01,33.49,19.35,10.29,3.23,8.87,5.84,1.81,278.76,110.60,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
304000,2020-09-01,13.44,61.26,36.11,17.82,7.93,17.47,13.15,3.47,413.31,152.68,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
295667,2020-09-01,4.95,29.35,16.80,9.17,2.21,6.41,4.17,1.41,327.58,125.20,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
291033,2020-09-01,8.43,42.99,25.10,12.86,2.85,7.37,5.35,1.71,353.55,125.34,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
290042,2020-09-01,6.34,35.00,20.33,10.56,6.34,16.50,11.58,4.05,219.14,94.32,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
302543,2020-09-01,12.30,58.39,34.22,17.25,8.05,19.46,13.41,4.10,381.85,149.95,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
291256,2020-09-01,8.59,43.80,25.56,13.10,2.46,7.46,5.17,1.79,361.41,126.07,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best"
291056,2020-09-01,6.56,36.45,21.11,11.11,6.56,19.78,13.52,5.16,183.76,88.64,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
295086,2020-09-01,6.01,36.26,20.72,11.53,1.92,5.44,3.67,1.36,340.26,138.92,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
302428,2020-09-01,11.83,57.43,33.58,17.08,8.00,19.56,13.45,4.17,379.74,149.14,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
296904,2020-09-01,6.36,37.02,21.34,11.52,1.74,5.60,3.42,1.41,334.43,137.01,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
302541,2020-09-01,12.08,57.84,33.86,17.14,7.93,18.64,12.95,3.89,378.63,149.54,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
304112,2020-09-01,13.48,61.39,36.18,17.85,7.08,16.08,11.92,3.31,419.68,154.08,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
301418,2020-09-01,10.33,53.41,31.00,16.25,7.68,20.25,13.79,4.64,352.59,147.54,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
291935,2020-09-01,8.02,41.75,24.35,12.48,8.02,21.27,14.28,5.23,238.00,102.23,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
292261,2020-09-01,8.05,42.40,24.67,12.78,2.94,7.65,5.53,1.81,342.54,126.48,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
292262,2020-09-01,8.02,42.39,24.66,12.79,3.06,7.97,5.69,1.83,336.44,126.38,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
289933,2020-09-01,5.48,31.38,18.16,9.55,5.48,15.67,11.02,3.96,181.59,81.27,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
291933,2020-09-01,8.27,42.35,24.78,12.57,8.27,20.87,14.10,5.10,245.45,104.21,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
290487,2020-09-01,6.46,36.25,20.98,11.08,6.46,16.69,11.29,4.19,250.85,105.37,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
292151,2020-09-01,7.76,41.78,24.23,12.70,3.64,9.02,6.16,1.90,340.49,127.36,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
289482,2020-09-01,6.62,35.32,20.58,10.58,6.62,16.43,11.59,3.95,207.25,89.78,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
290807,2020-09-01,8.22,42.08,24.56,12.60,3.04,8.16,5.68,2.00,352.01,122.56,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje"
292363,2020-09-01,9.01,44.71,26.27,13.13,4.06,10.00,7.03,2.06,354.30,123.28,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
290920,2020-09-01,8.31,42.49,24.80,12.73,2.38,6.53,4.89,1.63,350.42,123.63,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-raspalje,gr-fischer2013,srwc-pont-beaupre-best"
291132,2020-09-01,8.21,41.67,24.31,12.50,1.82,5.04,3.70,1.23,369.86,125.63,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
302878,2020-09-01,12.47,59.05,34.63,17.42,8.22,20.09,13.71,4.25,386.05,149.37,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
302765,2020-09-01,12.18,58.38,34.18,17.31,8.27,21.26,14.35,4.66,383.03,150.03,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
297730,2020-09-01,6.13,34.56,20.03,10.59,1.75,5.34,3.30,1.31,352.64,132.20,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
291733,2020-09-01,8.06,38.82,22.91,11.24,8.06,24.02,16.54,6.22,141.59,69.95,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
303213,2020-09-01,12.76,59.86,35.16,17.59,8.49,21.54,14.66,4.68,384.51,148.46,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
291488,2020-09-01,8.10,42.42,24.67,12.76,8.10,20.08,13.86,4.87,251.47,110.00,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best"
291032,2020-09-01,8.64,43.26,25.32,12.86,2.46,6.79,4.97,1.69,352.06,123.78,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje,gr-fischer2013"
290028,2020-09-01,6.18,35.78,20.61,11.12,2.40,6.33,4.24,1.44,325.61,122.15,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
288091,2020-09-01,13.81,50.50,30.92,13.06,13.81,35.46,24.57,8.48,123.19,55.45,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-beaupre-best"
295666,2020-09-01,5.10,29.80,17.10,9.25,2.16,6.08,4.05,1.35,325.03,125.02,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
291932,2020-09-01,8.24,42.57,24.87,12.68,8.02,18.55,13.29,4.42,261.15,111.73,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-raspalje"
289253,2020-09-01,6.91,35.60,20.79,10.61,4.82,11.10,7.90,2.33,248.11,99.77,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
290250,2020-09-01,6.84,38.09,22.02,11.71,2.00,5.76,3.76,1.41,343.35,124.84,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
289909,2020-09-01,7.79,40.42,23.52,12.21,1.68,4.97,3.44,1.20,363.86,125.05,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best"
292156,2020-09-01,7.45,40.15,23.32,12.16,7.11,15.62,11.13,3.38,261.89,112.70,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
292263,2020-09-01,7.87,42.04,24.42,12.72,3.35,8.71,6.24,1.94,328.74,126.10,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
291268,2020-09-01,7.79,40.60,23.71,12.11,7.79,19.75,13.44,4.89,242.46,102.18,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-beaupre-best,srwc-pont-fritzi-best"
290242,2020-09-01,8.35,41.78,24.43,12.46,1.66,5.09,3.14,1.25,369.40,124.31,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,gr-fischer2013"
289141,2020-09-01,6.93,35.48,20.73,10.56,5.64,13.51,9.65,2.98,241.93,98.15,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
290937,2020-09-01,7.93,39.96,23.47,11.73,7.48,18.62,12.83,4.54,234.83,97.04,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-raspalje,srwc-pont-fritzi-best"
295315,2020-09-01,6.23,37.45,21.43,11.87,2.27,5.98,4.20,1.42,339.34,139.76,"srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
296441,2020-09-01,5.26,34.91,19.76,11.38,1.29,3.38,2.27,0.79,360.23,147.17,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-fritzi-best","gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje,gr-fischer2013"
303551,2020-09-01,14.16,63.08,37.33,18.16,8.60,20.93,14.74,4.35,404.33,149.01,"srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-beaupre-best,srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-raspalje"
296564,2020-09-01,5.51,34.73,19.78,11.15,1.67,4.61,3.05,1.02,358.08,143.67,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,srwc-pont-raspalje,gr-fischer2013,srwc-pont-raspalje"
292372,2020-09-01,8.11,42.60,24.80,12.82,2.65,7.21,4.99,1.78,347.60,126.51,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","gr-fischer2013,gr-fischer2013,srwc-pont-raspalje,srwc-pont-raspalje"
292040,2020-09-01,7.77,41.81,24.25,12.71,3.61,8.91,6.17,1.91,339.73,127.67,"srwc-pont-fritzi-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best,srwc-pont-beaupre-best","srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje,srwc-pont-raspalje"
